nct_id,drug_name_in_trial,resolves_to_bucket
NCT00887783,Navelbine,tlc178
NCT00890552,dexamethasone,dexamethasone
NCT00890656,cyclophosphamide,cyclophosphamide
NCT00890656,dexamethasone,dexamethasone
NCT00890786,irinotecan,irinotecan
NCT00890786,temozolomide,temozolomide
NCT00890955,cyclophosphamide,cyclophosphamide
NCT00891930,irinotecan,irinotecan
NCT00892073,metformin,metformin
NCT00892385,Methoxyamine,methoxyamine
NCT00892385,temozolomide,temozolomide
NCT00897884,metformin,metformin
NCT00899847,cyclophosphamide,cyclophosphamide
NCT00901069,cyclophosphamide,cyclophosphamide
NCT00902044,cyclophosphamide,cyclophosphamide
NCT00903175,everolimus,trastuzumab-qyyp
NCT00903968,dexamethasone,dexamethasone
NCT00904839,bibf 1120,da-epoch-r followed by nivolumab
NCT00905034,dexamethasone,dexamethasone
NCT00905060,temozolomide,temozolomide
NCT00906698,Vinorelbine i.v.,tlc178
NCT00906698,Vinorelbine per os,tlc178
NCT00906945,mitoxantrone,mitoxantrone
NCT00907452,lenalidomide-dexamethasone,velcade thalidomide dexamethasone
NCT00908232,cyclophosphamide,cyclophosphamide
NCT00908232,dexamethasone,dexamethasone
NCT00908869,cyclophosphamide,cyclophosphamide
NCT00908869,vinorelbine,tlc178
NCT00909506,metformin,metformin
NCT00909831,Hydroxychloroquine,trastuzumab-qyyp
NCT00909987,Capecitabine during all Radiotherapy period,trastuzumab-qyyp
NCT00911092,Cisplatin),trastuzumab-qyyp
NCT00911183,cyclophosphamide,cyclophosphamide
NCT00911183,liposome-encapsulated doxorubicin citrate,trastuzumab-qyyp
NCT00911313,metformin,metformin
NCT00911716,cyclophosphamide,cyclophosphamide
NCT00911820,irinotecan,irinotecan
NCT00912275,vinorelbine,tlc178
NCT00912340,everolimus,trastuzumab-qyyp
NCT00913705,carboplatin),trastuzumab-qyyp
NCT00915408,cyclophosphamide,cyclophosphamide
NCT00915408,dexamethasone,dexamethasone
NCT00915603,everolimus,trastuzumab-qyyp
NCT00916409,temozolomide,temozolomide
NCT00918320,temozolomide,temozolomide
NCT00918333,everolimus,trastuzumab-qyyp
NCT00918723,cyclophosphamide,cyclophosphamide
NCT00921167,irinotecan,irinotecan
NCT00923195,cyclophosphamide,cyclophosphamide
NCT00923364,Cyclophosphamide (CTX,cyclophosphamide
NCT00923364,cyclophosphamide,cyclophosphamide
NCT00923845,cyclophosphamide,cyclophosphamide
NCT00924170,cyclophosphamide,cyclophosphamide
NCT00924326,cyclophosphamide,cyclophosphamide
NCT00925015,irinotecan,irinotecan
NCT00925769,bevacizumab [Avastin],trastuzumab-qyyp
NCT00925769,capecitabine [Xeloda],trastuzumab-qyyp
NCT00927966,everolimus,trastuzumab-qyyp
NCT00928486,dexamethasone,dexamethasone
NCT00928642,imatinib mesylate by mouth,imatinib mesylate & hydroxyurea
NCT00929240,bevacizumab [Avastin],trastuzumab-qyyp
NCT00929240,capecitabine [Xeloda],trastuzumab-qyyp
NCT00929591,cyclophosphamide,cyclophosphamide
NCT00929591,endocrine therapy,...
NCT00930579,metformin,metformin
NCT00930891,bevacizumab),trastuzumab-qyyp
NCT00930930,everolimus,trastuzumab-qyyp
NCT00931008,SID530,trastuzumab-qyyp
NCT00931138,chemotherapy (Aracytine,cytarabine liposome
NCT00931918,cyclophosphamide,cyclophosphamide
NCT00933517,cyclophosphamide,cyclophosphamide
NCT00933777,everolimus,trastuzumab-qyyp
NCT00934154,prednisolone,prednisolone
NCT00934154,thalidomide,velcade thalidomide dexamethasone
NCT00935792,everolimus,trastuzumab-qyyp
NCT00935961,everolimus,trastuzumab-qyyp
NCT00936156,Chemotherapy (carboplatin,trastuzumab-qyyp
NCT00936702,everolimus,trastuzumab-qyyp
NCT00936858,everolimus,trastuzumab-qyyp
NCT00937625,cyclophosphamide,cyclophosphamide
NCT00939991,temozolomide,temozolomide
NCT00940303,bevacizumab [Avastin],trastuzumab-qyyp
NCT00940303,irinotecan,irinotecan
NCT00940524,mitoxantrone,mitoxantrone
NCT00941330,cyclophosphamide,cyclophosphamide
NCT00941460,Temozolomide in both arms,temozolomide
NCT00941499,HAI Oxaliplatin,trastuzumab-qyyp
NCT00941655,irinotecan,irinotecan
NCT00941720,cyclophosphamide,cyclophosphamide
NCT00942682,everolimus,trastuzumab-qyyp
NCT00942734,everolimus,trastuzumab-qyyp
NCT00943826,temozolomide,temozolomide
NCT00943956,everolimus,trastuzumab-qyyp
NCT00944047,cyclophosphamide,cyclophosphamide
NCT00944801,Pegylated Liposomal Doxorubicine,trastuzumab-qyyp
NCT00945724,cyclophosphamide,cyclophosphamide
NCT00945724,prednisolone,prednisolone
NCT00946270,CC-4047,velcade thalidomide dexamethasone
NCT00946335,temozolomide,temozolomide
NCT00948090,cyclophosphamide,cyclophosphamide
NCT00948402,metformin,metformin
NCT00948467,TAK-733,gp100 human melanoma peptide
NCT00948935,irinotecan,irinotecan
NCT00949182,HACE : Doxorubicin Hydrochloride,trastuzumab-qyyp
NCT00949949,everolimus,trastuzumab-qyyp
NCT00950300,Herceptin [trastuzumab],trastuzumab-qyyp
NCT00950300,cyclophosphamide,cyclophosphamide
NCT00950365,pemetrexed disodium,trastuzumab-qyyp
NCT00951665,pertuzumab [Perjeta],trastuzumab-qyyp
NCT00952003,irinotecan,irinotecan
NCT00953121,irinotecan,irinotecan
NCT00953355,metformin,metformin
NCT00953420,dexamethasone,dexamethasone
NCT00955773,everolimus,trastuzumab-qyyp
NCT00958256,cyclophosphamide,cyclophosphamide
NCT00958386,irinotecan,irinotecan
NCT00958724,vinorelbine,tlc178
NCT00960115,Single cyclophosphamide,cyclophosphamide
NCT00960336,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00960492,temozolomide,temozolomide
NCT00961415,bevacizumab [Avastin],trastuzumab-qyyp
NCT00961467,thalidomide,velcade thalidomide dexamethasone
NCT00962507,everolimus,trastuzumab-qyyp
NCT00962845,Hydroxychloroquine,trastuzumab-qyyp
NCT00963729,cyclophosphamide,cyclophosphamide
NCT00966693,dexamethasone,dexamethasone
NCT00966693,thalidomide,velcade thalidomide dexamethasone
NCT00966914,either docetaxel,trastuzumab-qyyp
NCT00967044,everolimus,trastuzumab-qyyp
NCT00967057,dexamethasone,dexamethasone
NCT00967057,mitoxantrone,mitoxantrone
NCT00967330,bevacizumab [Avastin],trastuzumab-qyyp
NCT00967330,irinotecan,irinotecan
NCT00967330,temozolomide,temozolomide
NCT00967616,irinotecan,irinotecan
NCT00968240,Super-Selective Intraarterial Intracranial of BEVACIZUMAB,trastuzumab-qyyp
NCT00968253,cyclophosphamide,cyclophosphamide
NCT00968253,dexamethasone,dexamethasone
NCT00968253,everolimus,trastuzumab-qyyp
NCT00969631,metformin,metformin
NCT00970996,temozolomide,temozolomide
NCT00971737,cyclophosphamide,cyclophosphamide
NCT00971763,cyclophosphamide,cyclophosphamide
NCT00971763,prednisolone,prednisolone
NCT00972478,cyclophosphamide,cyclophosphamide
NCT00972959,dexamethasone,dexamethasone
NCT00973609,folic acid,trastuzumab-qyyp
NCT00974987,tmz,temozolomide
NCT00976131,cyclophosphamide,cyclophosphamide
NCT00976248,everolimus,trastuzumab-qyyp
NCT00976573,everolimus,trastuzumab-qyyp
NCT00976755,everolimus,trastuzumab-qyyp
NCT00977431,temozolomide,temozolomide
NCT00977470,Hydroxychloroquine,trastuzumab-qyyp
NCT00978458,temozolomide,temozolomide
NCT00979017,irinotecan,irinotecan
NCT00979017,temozolomide,temozolomide
NCT00979563,irinotecan,irinotecan
NCT00980239,irinotecan,irinotecan
NCT00981162,everolimus,trastuzumab-qyyp
NCT00981708,cyclophosphamide,cyclophosphamide
NCT00981708,dexamethasone,dexamethasone
NCT00985192,everolimus,trastuzumab-qyyp
NCT00985855,cisplatine,trastuzumab-qyyp
NCT00985855,vinorlebine,tlc178
NCT00985959,prednisolone,prednisolone
NCT00986843,irinotecan,irinotecan
NCT00987480,& cyclophosphamide,cyclophosphamide
NCT00987935,bibf 1120,da-epoch-r followed by nivolumab
NCT00989469,irinotecan,irinotecan
NCT00989781,dexamethasone,dexamethasone
NCT00990652,temozolomide,temozolomide
NCT00990912,irinotecan,irinotecan
NCT00991211,Ritiximab,trastuzumab-qyyp
NCT00992706,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00993044,irinotecan,irinotecan
NCT00993044,temozolomide,temozolomide
NCT00994071,temozolomide,temozolomide
NCT00994812,metformin,metformin
NCT00998010,temozolomide,temozolomide
NCT00998296,bibf 1120,da-epoch-r followed by nivolumab
NCT01000285,cyclophosphamide,cyclophosphamide
NCT01001910,pemetrexed disodium,trastuzumab-qyyp
NCT01003054,cyclophosphamide,cyclophosphamide
NCT01004003,bibf 1120,da-epoch-r followed by nivolumab
NCT01004497,cyclophosphamide,cyclophosphamide
NCT01004497,dexamethasone,dexamethasone
NCT01004497,mitoxantrone,mitoxantrone
NCT01004731,Cetuximab in combination,trastuzumab-qyyp
NCT01004874,temozolomide,temozolomide
NCT01004991,cyclophosphamide,cyclophosphamide
NCT01005199,everolimus,trastuzumab-qyyp
NCT01005472,temozolomide,temozolomide
NCT01006369,Hydroxychloroquine,trastuzumab-qyyp
NCT01007942,everolimus,trastuzumab-qyyp
NCT01007942,vinorelbine,tlc178
NCT01008150,cyclophosphamide,cyclophosphamide
NCT01008462,cyclophosphamide,cyclophosphamide
NCT01008475,irinotecan,irinotecan
NCT01009073,irinotecan,irinotecan
NCT01009788,temozolomide,temozolomide
NCT01010217,cyclophosphamide,cyclophosphamide
NCT01012336,dexamethasone,dexamethasone
NCT01013285,temozolomide,temozolomide
NCT01013740,vinorelbine,tlc178
NCT01014351,everolimus,trastuzumab-qyyp
NCT01015118,bibf 1120,da-epoch-r followed by nivolumab
NCT01015534,temozolomide,temozolomide
NCT01016769,Weekly Paclitaxel,trastuzumab-qyyp
NCT01019174,cyclophosphamide,cyclophosphamide
NCT01019382,Gemcitabine chemotherapy,trastuzumab-qyyp
NCT01019434,temozolomide,temozolomide
NCT01019941,CKD-810,trastuzumab-qyyp
NCT01020734,cyclophosphamide,cyclophosphamide
NCT01021579,metformin,metformin
NCT01022853,bibf 1120,da-epoch-r followed by nivolumab
NCT01022918,irinotecan,irinotecan
NCT01022918,temozolomide,temozolomide
NCT01022996,everolimus,trastuzumab-qyyp
NCT01023308,dexamethasone,dexamethasone
NCT01023347,Paclitaxel loaded polymeric micelle,trastuzumab-qyyp
NCT01023737,Hydroxychloroquine,trastuzumab-qyyp
NCT01024010,cyclophosphamide,cyclophosphamide
NCT01024231,BMS-936558,da-epoch-r followed by nivolumab
NCT01024920,bibf 1120,da-epoch-r followed by nivolumab
NCT01024946,everolimus,trastuzumab-qyyp
NCT01025778,Cyclophosphamide for remission induction,cyclophosphamide
NCT01026116,cyclophosphamide,cyclophosphamide
NCT01026220,cyclophosphamide,cyclophosphamide
NCT01026220,vinorelbine,tlc178
NCT01026493,Temozolomide x 5 days,temozolomide
NCT01026493,temozolomide x 21 days,temozolomide
NCT01027000,cyclophosphamide,cyclophosphamide
NCT01029054,carfilzomib,velcade thalidomide dexamethasone
NCT01029054,dexamethasone,dexamethasone
NCT01029678,vinorelbine,tlc178
NCT01030042,FOLFOX-4,trastuzumab-qyyp
NCT01030042,irinotecan,irinotecan
NCT01031381,everolimus,trastuzumab-qyyp
NCT01031446,everolimus,trastuzumab-qyyp
NCT01034631,everolimus,trastuzumab-qyyp
NCT01035229,everolimus,trastuzumab-qyyp
NCT01036087,cyclophosphamide,cyclophosphamide
NCT01036412,1% Chlorhexidine Gluconate,chlorhexidine gluconate
NCT01036594,dexamethasone,dexamethasone
NCT01038388,dexamethasone,dexamethasone
NCT01039025,cyclophosphamide,cyclophosphamide
NCT01040871,cyclophosphamide,cyclophosphamide
NCT01041443,5-fluoro-2-deoxycytidine,cytarabine liposome
NCT01042379,ARX788,...
NCT01042379,Pembrolizumab - 4 cycle,pembrolizumab and berahyaluronidase alfa-pmph
NCT01042379,Pembrolizumab - 8 cycle,pembrolizumab and berahyaluronidase alfa-pmph
NCT01042379,irinotecan,irinotecan
NCT01042379,metformin,metformin
NCT01042704,dexamethasone,dexamethasone
NCT01042782,everolimus,trastuzumab-qyyp
NCT01043536,temozolomide,temozolomide
NCT01045460,cyclophosphamide,cyclophosphamide
NCT01045681,dexamethasone,dexamethasone
NCT01046006,dexamethasone,dexamethasone
NCT01046032,metformin,metformin
NCT01046487,cyclophosphamide,cyclophosphamide
NCT01046864,irinotecan,irinotecan
NCT01047293,everolimus,trastuzumab-qyyp
NCT01048554,temozolomide,temozolomide
NCT01048892,cyclophosphamide,cyclophosphamide
NCT01049425,cyclophosphamide,cyclophosphamide
NCT01049620,everolimus,trastuzumab-qyyp
NCT01049945,dexamethasone,dexamethasone
NCT01051570,everolimus,trastuzumab-qyyp
NCT01051596,temozolomide,temozolomide
NCT01054144,dexamethasone,dexamethasone
NCT01055314,cyclophosphamide,cyclophosphamide
NCT01055314,temozolomide,temozolomide
NCT01055496,cyclophosphamide,cyclophosphamide
NCT01055496,dexamethasone,dexamethasone
NCT01055795,everolimus,trastuzumab-qyyp
NCT01056276,dexamethasone,dexamethasone
NCT01056510,rituximab [MabThera,trastuzumab-qyyp
NCT01056523,Cytarabine arabinoside,cytarabine liposome
NCT01056679,Doxorubicine,trastuzumab-qyyp
NCT01057069,cyclophosphamide,cyclophosphamide
NCT01057225,carfilzomib,velcade thalidomide dexamethasone
NCT01057225,cyclophosphamide,cyclophosphamide
NCT01057225,dexamethasone,dexamethasone
NCT01057225,thalidomide,velcade thalidomide dexamethasone
NCT01058655,everolimus,trastuzumab-qyyp
NCT01059318,everolimus,trastuzumab-qyyp
NCT01061515,Intraperitoneal Oxaliplatin,trastuzumab-qyyp
NCT01061788,everolimus,trastuzumab-qyyp
NCT01062399,concurrent temozolomide,temozolomide
NCT01062399,everolimus,trastuzumab-qyyp
NCT01062399,post-radiation temozolomide,temozolomide
NCT01062425,temozolomide,temozolomide
NCT01063179,thalidomide,velcade thalidomide dexamethasone
NCT01064375,cyclophosphamide,cyclophosphamide
NCT01064648,pemetrexed disodium,trastuzumab-qyyp
NCT01068249,everolimus,trastuzumab-qyyp
NCT01068392,prednisolone,prednisolone
NCT01069627,bevacizumab [Avastin],trastuzumab-qyyp
NCT01070862,cyclophosphamide,cyclophosphamide
NCT01070862,dexamethasone,dexamethasone
NCT01070862,thalidomide,velcade thalidomide dexamethasone
NCT01071655,FUIRI,trastuzumab-qyyp
NCT01072773,cyclophosphamide,cyclophosphamide
NCT01072773,dexamethasone,dexamethasone
NCT01074060,cyclophosphamide,cyclophosphamide
NCT01075048,irinotecan,irinotecan
NCT01075321,everolimus,trastuzumab-qyyp
NCT01076530,temozolomide,temozolomide
NCT01077713,bevacizumab [Avastin],trastuzumab-qyyp
NCT01077726,capecitabine [Xeloda],trastuzumab-qyyp
NCT01077739,bevacizumab [Avastin],trastuzumab-qyyp
NCT01077739,capecitabine [Xeloda],trastuzumab-qyyp
NCT01077986,everolimus,trastuzumab-qyyp
NCT01078454,dexamethasone,dexamethasone
NCT01079481,everolimus,trastuzumab-qyyp
NCT01080391,carfilzomib,velcade thalidomide dexamethasone
NCT01080391,dexamethasone,dexamethasone
NCT01081951,Drug: carboplatin,trastuzumab-qyyp
NCT01082939,cyclophosphamide,cyclophosphamide
NCT01083316,dexamethasone,dexamethasone
NCT01083602,dexamethasone,dexamethasone
NCT01084252,Isatuximab SAR650984,velcade thalidomide dexamethasone
NCT01084252,dexamethasone,dexamethasone
NCT01084330,irinotecan,irinotecan
NCT01084863,CT-P6,trastuzumab-qyyp
NCT01084876,CT-P6,trastuzumab-qyyp
NCT01085136,Investigator´s choice of chemotherapy,n/a
NCT01085422,temozolomide,temozolomide
NCT01085617,cyclophosphamide,cyclophosphamide
NCT01085630,pemetrexed disodium,trastuzumab-qyyp
NCT01086826,CETUXIMAB),trastuzumab-qyyp
NCT01087554,everolimus,trastuzumab-qyyp
NCT01087983,metformin,metformin
NCT01088048,everolimus,trastuzumab-qyyp
NCT01088750,cyclophosphamide,cyclophosphamide
NCT01088750,prednisolone,prednisolone
NCT01088789,Cyclophosphamide Pill,cyclophosphamide
NCT01088789,cyclophosphamide,cyclophosphamide
NCT01090089,dexamethasone,dexamethasone
NCT01091259,irinotecan,irinotecan
NCT01091831,cyclophosphamide,cyclophosphamide
NCT01091831,dexamethasone,dexamethasone
NCT01093196,cyclophosphamide,cyclophosphamide
NCT01093196,dexamethasone,dexamethasone
NCT01093586,cyclophosphamide,cyclophosphamide
NCT01094548,Multiple cyclophosphamide,cyclophosphamide
NCT01094548,Single cyclophosphamide,cyclophosphamide
NCT01094990,dexamethasone,dexamethasone
NCT01096368,cyclophosphamide,cyclophosphamide
NCT01097252,tri-weekly cisplatin,trastuzumab-qyyp
NCT01097252,weekly cisplatin,trastuzumab-qyyp
NCT01099124,M2ES,...
NCT01099436,cyclophosphamide,cyclophosphamide
NCT01099527,everolimus,trastuzumab-qyyp
NCT01101438,metformin,metformin
NCT01102426,dexamethasone,dexamethasone
NCT01102595,temozolomide,temozolomide
NCT01103791,Docetaxel-PNP,trastuzumab-qyyp
NCT01104025,dexamethasone,dexamethasone
NCT01104259,vinorelbine,tlc178
NCT01104935,trastuzumab monotherapy,trastuzumab-qyyp
NCT01105650,cyclophosphamide,cyclophosphamide
NCT01106898,cyclophosphamide,cyclophosphamide
NCT01107509,everolimus,trastuzumab-qyyp
NCT01108445,everolimus,trastuzumab-qyyp
NCT01109004,dexamethasone,dexamethasone
NCT01109524,vinorelbine,tlc178
NCT01110135,dexamethasone,dexamethasone
NCT01113957,temozolomide,temozolomide
NCT01114087,Imatinib treatment,imatinib mesylate & hydroxyurea
NCT01114555,irinotecan,irinotecan
NCT01114555,temozolomide,temozolomide
NCT01115140,folic acid,trastuzumab-qyyp
NCT01115140,metformin,metformin
NCT01115491,bevacizumab [Avastin],trastuzumab-qyyp
NCT01115491,temozolomide,temozolomide
NCT01116193,dexamethasone,dexamethasone
NCT01116271,irinotecan,irinotecan
NCT01116713,dexamethasone,dexamethasone
NCT01117441,cyclophosphamide,cyclophosphamide
NCT01117441,dexamethasone,dexamethasone
NCT01119066,cyclophosphamide,cyclophosphamide
NCT01119508,temozolomide,temozolomide
NCT01119599,temozolomide,temozolomide
NCT01120184,trastuzumab [Herceptin],trastuzumab-qyyp
NCT01120249,everolimus,trastuzumab-qyyp
NCT01120639,temozolomide,temozolomide
NCT01122199,everolimus,trastuzumab-qyyp
NCT01123811,Cetuximab IF,trastuzumab-qyyp
NCT01124734,temozolomide,temozolomide
NCT01125176,thalidomide,velcade thalidomide dexamethasone
NCT01125566,vinorelbine,tlc178
NCT01126008,weekly docetaxel & cisplatin,trastuzumab-qyyp
NCT01127009,mitoxantrone,mitoxantrone
NCT01127594,temozolomide,temozolomide
NCT01127763,everolimus,trastuzumab-qyyp
NCT01128296,Hydroxychloroquine,trastuzumab-qyyp
NCT01128543,vinorelbine,tlc178
NCT01130337,Capecitabine [Xeloda],trastuzumab-qyyp
NCT01130337,Trastuzumab [Herceptin],trastuzumab-qyyp
NCT01131078,Bevacizumab [Avastin],trastuzumab-qyyp
NCT01131078,irinotecan,irinotecan
NCT01131195,cyclophosphamide,cyclophosphamide
NCT01132807,cyclophosphamide,cyclophosphamide
NCT01133158,dexamethasone,dexamethasone
NCT01133158,mitoxantrone,mitoxantrone
NCT01133743,dexamethasone,dexamethasone
NCT01135498,bevacizumab [Avastin],trastuzumab-qyyp
NCT01135498,capecitabine [Xeloda],trastuzumab-qyyp
NCT01136031,irinotecan,irinotecan
NCT01136733,everolimus,trastuzumab-qyyp
NCT01137747,carfilzomib,velcade thalidomide dexamethasone
NCT01138046,weekly paclitaxel,trastuzumab-qyyp
NCT01138904,irinotecan,irinotecan
NCT01139138,everolimus,trastuzumab-qyyp
NCT01139138,irinotecan,irinotecan
NCT01139970,temozolomide,temozolomide
NCT01140373,cyclophosphamide,cyclophosphamide
NCT01141244,temozolomide,temozolomide
NCT01141309,everolimus,trastuzumab-qyyp
NCT01142232,Lenalidomide maintenance,velcade thalidomide dexamethasone
NCT01143402,temozolomide,temozolomide
NCT01144364,rituximab [Mabthera,trastuzumab-qyyp
NCT01145209,cyclophosphamide,cyclophosphamide
NCT01145430,Pegylated Liposomal Doxorubicin Hydrochloride,trastuzumab-qyyp
NCT01146834,cyclophosphamide,cyclophosphamide
NCT01148446,cyclophosphamide,cyclophosphamide
NCT01149109,temozolomide,temozolomide
NCT01149798,Cisplatin combination,trastuzumab-qyyp
NCT01149850,temozolomide,temozolomide
NCT01152801,everolimus,trastuzumab-qyyp
NCT01152827,everolimus,trastuzumab-qyyp
NCT01152840,everolimus,trastuzumab-qyyp
NCT01154335,everolimus,trastuzumab-qyyp
NCT01154439,everolimus,trastuzumab-qyyp
NCT01154439,mitoxantrone,mitoxantrone
NCT01155258,vinorelbine ditartrate,tlc178
NCT01155583,dexamethasone,dexamethasone
NCT01156883,cyclophosphamide,cyclophosphamide
NCT01156883,dexamethasone,dexamethasone
NCT01158651,everolimus,trastuzumab-qyyp
NCT01159171,bevacizumab [Avastin],trastuzumab-qyyp
NCT01159171,capecitabine [Xeloda],trastuzumab-qyyp
NCT01159574,dexamethasone,dexamethasone
NCT01161316,cetuximab until disease progression,trastuzumab-qyyp
NCT01161316,followed by cetuximab alone until disease progression,trastuzumab-qyyp
NCT01162746,dexamethasone,dexamethasone
NCT01163396,irinotecan,irinotecan
NCT01164176,everolimus,trastuzumab-qyyp
NCT01164189,temozolomide,temozolomide
NCT01164267,everolimus,trastuzumab-qyyp
NCT01165021,dexamethasone,dexamethasone
NCT01165021,folic acid,trastuzumab-qyyp
NCT01166113,cyclophosphamide,cyclophosphamide
NCT01168791,doxorubicin in combination,trastuzumab-qyyp
NCT01168791,palifosfamide-tris,zio-201-t
NCT01168804,dexamethasone,dexamethasone
NCT01171170,nitroglycerin,nitroglycerin
NCT01172028,pemetrexed disodium,trastuzumab-qyyp
NCT01173497,irinotecan,irinotecan
NCT01173913,ModraDoc004 10,gp100 human melanoma peptide
NCT01174121,cyclophosphamide,cyclophosphamide
NCT01174888,mitoxantrone,mitoxantrone
NCT01175356,cyclophosphamide,cyclophosphamide
NCT01175785,cyclophosphamide,cyclophosphamide
NCT01176461,BMS-936558,da-epoch-r followed by nivolumab
NCT01177371,cyclophosphamide,cyclophosphamide
NCT01178112,Carboplatin MTD,trastuzumab-qyyp
NCT01180816,Super-Selective Intraarterial Intracranial of Temozolomide,temozolomide
NCT01181258,cyclophosphamide,cyclophosphamide
NCT01181271,cyclophosphamide,cyclophosphamide
NCT01181609,bevacizumab [Avastin],trastuzumab-qyyp
NCT01182168,escalating doses of continuous Everolimus,trastuzumab-qyyp
NCT01182168,split-dose cisplatin,trastuzumab-qyyp
NCT01183065,folic acid,trastuzumab-qyyp
NCT01183494,irinotecan,irinotecan
NCT01183780,irinotecan,irinotecan
NCT01184326,everolimus,trastuzumab-qyyp
NCT01184898,mitoxantrone,mitoxantrone
NCT01186640,cyclophosphamide,cyclophosphamide
NCT01186640,mitoxantrone,mitoxantrone
NCT01188187,dexamethasone,dexamethasone
NCT01188876,folic acid,trastuzumab-qyyp
NCT01189643,bevacizumab incorporated into an existing schedule of alkylator,trastuzumab-qyyp
NCT01189643,irinotecan,irinotecan
NCT01189643,temozolomide,temozolomide
NCT01190930,cyclophosphamide,cyclophosphamide
NCT01190930,dexamethasone,dexamethasone
NCT01191957,cyclophosphamide,cyclophosphamide
NCT01192555,cyclophosphamide,cyclophosphamide
NCT01193140,temozolomide,temozolomide
NCT01193842,cyclophosphamide,cyclophosphamide
NCT01194453,dexamethasone,dexamethasone
NCT01194453,folic acid,trastuzumab-qyyp
NCT01194791,cyclophosphamide,cyclophosphamide
NCT01194791,dexamethasone,dexamethasone
NCT01196078,vinorelbine,tlc178
NCT01196416,temozolomide,temozolomide
NCT01196559,vinorelbine,tlc178
NCT01197170,everolimus,trastuzumab-qyyp
NCT01198665,everolimus,trastuzumab-qyyp
NCT01198821,Gemcitabine (mg,trastuzumab-qyyp
NCT01199432,cyclophosphamide,cyclophosphamide
NCT01200758,cyclophosphamide,cyclophosphamide
NCT01200758,prednisolone,prednisolone
NCT01202032,Association of Bevacizumab,trastuzumab-qyyp
NCT01203722,cyclophosphamide,cyclophosphamide
NCT01204164,carfilzomib,velcade thalidomide dexamethasone
NCT01204164,dexamethasone,dexamethasone
NCT01204437,cyclophosphamide,cyclophosphamide
NCT01204476,everolimus,trastuzumab-qyyp
NCT01204710,mitoxantrone,mitoxantrone
NCT01205503,cyclophosphamide,cyclophosphamide
NCT01205672,metformin,metformin
NCT01206530,Hydroxychloroquine,trastuzumab-qyyp
NCT01206764,everolimus,trastuzumab-qyyp
NCT01208662,dexamethasone,dexamethasone
NCT01208766,dexamethasone,dexamethasone
NCT01208818,cyclophosphamide,cyclophosphamide
NCT01208818,dexamethasone,dexamethasone
NCT01209442,temozolomide,temozolomide
NCT01209520,vinorelbine,tlc178
NCT01209676,IMCgp100,gp100 human melanoma peptide
NCT01210911,metformin,metformin
NCT01211262,IMCgp100,gp100 human melanoma peptide
NCT01212263,Clomiphine citrate,clomiphene citrate
NCT01212380,carfilzomib,velcade thalidomide dexamethasone
NCT01212952,dexamethasone,dexamethasone
NCT01213407,temozolomide,temozolomide
NCT01214616,vinorelbine 25,tlc178
NCT01214720,bevacizumab [Avastin],trastuzumab-qyyp
NCT01215344,dexamethasone,dexamethasone
NCT01216085,high-dose imatinib,imatinib mesylate & hydroxyurea
NCT01217060,dexamethasone,dexamethasone
NCT01217177,everolimus,trastuzumab-qyyp
NCT01217437,temozolomide,temozolomide
NCT01217931,everolimus,trastuzumab-qyyp
NCT01217957,dexamethasone,dexamethasone
NCT01218555,everolimus,trastuzumab-qyyp
NCT01220063,irinotecan,irinotecan
NCT01220271,temozolomide,temozolomide
NCT01220375,vinorelbine,tlc178
NCT01222221,temozolomide,temozolomide
NCT01222260,dexamethasone,dexamethasone
NCT01222715,cyclophosphamide,cyclophosphamide
NCT01222715,vinorelbine,tlc178
NCT01223924,M2ES,...
NCT01225523,Paclitaxel; Cisplatin; 5-Fluorouracil,trastuzumab-qyyp
NCT01225744,irinotecan,irinotecan
NCT01225874,dexamethasone,dexamethasone
NCT01225887,nintedanib,da-epoch-r followed by nivolumab
NCT01226719,irinotecan,irinotecan
NCT01226849,ifosphamide,trastuzumab-qyyp
NCT01227707,bevacizumab [Avastin],trastuzumab-qyyp
NCT01227707,capecitabine [Xeloda],trastuzumab-qyyp
NCT01228331,cyclophosphamide,cyclophosphamide
NCT01228331,dexamethasone,dexamethasone
NCT01229943,everolimus,trastuzumab-qyyp
NCT01231399,everolimus,trastuzumab-qyyp
NCT01231659,everolimus,trastuzumab-qyyp
NCT01231906,cyclophosphamide,cyclophosphamide
NCT01233206,metformin,metformin
NCT01236560,temozolomide,temozolomide
NCT01237249,dexamethasone,dexamethasone
NCT01237951,dexamethasone,dexamethasone
NCT01238055,Docetaxel only,trastuzumab-qyyp
NCT01238237,Superselective Intraarterial Cerebral of Cetuximab,trastuzumab-qyyp
NCT01239797,dexamethasone,dexamethasone
NCT01240538,cyclophosphamide,cyclophosphamide
NCT01241682,CTX,cyclophosphamide
NCT01242267,thalidomide,velcade thalidomide dexamethasone
NCT01242449,vinorelbine,tlc178
NCT01242566,temozolomide,temozolomide
NCT01242631,everolimus,trastuzumab-qyyp
NCT01242930,lenalidomide standard of care,velcade thalidomide dexamethasone
NCT01243385,metformin,metformin
NCT01243632,Prolonged 6-hr of gemcitabine,trastuzumab-qyyp
NCT01246063,carfilzomib,velcade thalidomide dexamethasone
NCT01246063,dexamethasone,dexamethasone
