nct_id,drug_name_in_trial,resolves_to_bucket
NCT00000611,estrogens,estrogens
NCT00000612,estrogens,estrogens
NCT00000658,cyclophosphamide,cyclophosphamide
NCT00000658,dexamethasone,dexamethasone
NCT00000689,cyclophosphamide,cyclophosphamide
NCT00000689,dexamethasone,dexamethasone
NCT00000703,cyclophosphamide,cyclophosphamide
NCT00000703,dexamethasone,dexamethasone
NCT00000801,cyclophosphamide,cyclophosphamide
NCT00000801,dexamethasone,dexamethasone
NCT00001209,cyclophosphamide,cyclophosphamide
NCT00001209,ifosfamide VP-16,trastuzumab-qyyp
NCT00001337,cyclophosphamide,cyclophosphamide
NCT00001384,cyclophosphamide,cyclophosphamide
NCT00001426,cyclophosphamide,cyclophosphamide
NCT00001436,OncoLAR,irinotecan
NCT00001439,gp100 human melanoma peptide,gp100 human melanoma peptide
NCT00001442,paclitaxel concurrent,trastuzumab-qyyp
NCT00001446,thalidomide,velcade thalidomide dexamethasone
NCT00001475,thalidomide,velcade thalidomide dexamethasone
NCT00001495,irinotecan,irinotecan
NCT00001498,cyclophosphamide,cyclophosphamide
NCT00001524,thalidomide,velcade thalidomide dexamethasone
NCT00001705,GP100 peptide,gp100 human melanoma peptide
NCT00001832,cyclophosphamide,cyclophosphamide
NCT00001944,vinorelbine,tlc178
NCT00002003,mitoxantrone,mitoxantrone
NCT00002259,mitoxantrone,mitoxantrone
NCT00002461,cyclophosphamide,cyclophosphamide
NCT00002466,cyclophosphamide,cyclophosphamide
NCT00002471,cyclophosphamide,cyclophosphamide
NCT00002471,dexamethasone,dexamethasone
NCT00002474,cyclophosphamide,cyclophosphamide
NCT00002474,mitoxantrone,mitoxantrone
NCT00002475,cyclophosphamide,cyclophosphamide
NCT00002489,cyclophosphamide,cyclophosphamide
NCT00002494,cyclophosphamide,cyclophosphamide
NCT00002494,dexamethasone,dexamethasone
NCT00002501,cyclophosphamide,cyclophosphamide
NCT00002502,cyclophosphamide,cyclophosphamide
NCT00002509,cyclophosphamide,cyclophosphamide
NCT00002510,cyclophosphamide,cyclophosphamide
NCT00002514,cyclophosphamide,cyclophosphamide
NCT00002514,dexamethasone,dexamethasone
NCT00002517,dexamethasone,dexamethasone
NCT00002517,mitoxantrone,mitoxantrone
NCT00002521,cyclophosphamide,cyclophosphamide
NCT00002522,cyclophosphamide,cyclophosphamide
NCT00002524,cyclophosphamide,cyclophosphamide
NCT00002529,cyclophosphamide,cyclophosphamide
NCT00002534,cyclophosphamide,cyclophosphamide
NCT00002535,cyclophosphamide,cyclophosphamide
NCT00002542,cyclophosphamide,cyclophosphamide
NCT00002544,mitoxantrone,mitoxantrone
NCT00002547,cyclophosphamide,cyclophosphamide
NCT00002548,cyclophosphamide,cyclophosphamide
NCT00002548,dexamethasone,dexamethasone
NCT00002552,cyclophosphamide,cyclophosphamide
NCT00002553,cyclophosphamide,cyclophosphamide
NCT00002554,cyclophosphamide,cyclophosphamide
NCT00002556,cyclophosphamide,cyclophosphamide
NCT00002565,cyclophosphamide,cyclophosphamide
NCT00002565,mitoxantrone,mitoxantrone
NCT00002566,cyclophosphamide,cyclophosphamide
NCT00002571,cyclophosphamide,cyclophosphamide
NCT00002576,cyclophosphamide,cyclophosphamide
NCT00002576,mitoxantrone,mitoxantrone
NCT00002576,prednisolone,prednisolone
NCT00002579,cyclophosphamide,cyclophosphamide
NCT00002580,cyclophosphamide,cyclophosphamide
NCT00002581,cyclophosphamide,cyclophosphamide
NCT00002582,cyclophosphamide,cyclophosphamide
NCT00002583,vinorelbine ditartrate,tlc178
NCT00002590,cyclophosphamide,cyclophosphamide
NCT00002592,c-myb antisense oligonucleotide G4460,gp100 human melanoma peptide
NCT00002592,cyclophosphamide,cyclophosphamide
NCT00002594,cyclophosphamide,cyclophosphamide
NCT00002596,cyclophosphamide,cyclophosphamide
NCT00002598,cyclophosphamide,cyclophosphamide
NCT00002598,mitoxantrone,mitoxantrone
NCT00002600,cyclophosphamide,cyclophosphamide
NCT00002610,cyclophosphamide,cyclophosphamide
NCT00002611,cyclophosphamide,cyclophosphamide
NCT00002630,cyclophosphamide,cyclophosphamide
NCT00002634,cyclophosphamide,cyclophosphamide
NCT00002638,cyclophosphamide,cyclophosphamide
NCT00002643,cyclophosphamide,cyclophosphamide
NCT00002649,cyclophosphamide,cyclophosphamide
NCT00002657,cyclophosphamide,cyclophosphamide
NCT00002665,cyclophosphamide,cyclophosphamide
NCT00002665,dexamethasone,dexamethasone
NCT00002674,mitoxantrone,mitoxantrone
NCT00002675,cyclophosphamide,cyclophosphamide
NCT00002676,cyclophosphamide,cyclophosphamide
NCT00002676,dexamethasone,dexamethasone
NCT00002678,dexamethasone,dexamethasone
NCT00002679,cyclophosphamide,cyclophosphamide
NCT00002680,cyclophosphamide,cyclophosphamide
NCT00002689,dexamethasone,dexamethasone
NCT00002691,cyclophosphamide,cyclophosphamide
NCT00002691,dexamethasone,dexamethasone
NCT00002700,cyclophosphamide,cyclophosphamide
NCT00002700,dexamethasone,dexamethasone
NCT00002700,mitoxantrone,mitoxantrone
NCT00002700,prednisolone,prednisolone
NCT00002704,cyclophosphamide,cyclophosphamide
NCT00002704,dexamethasone,dexamethasone
NCT00002707,cyclophosphamide,cyclophosphamide
NCT00002716,dexamethasone,dexamethasone
NCT00002718,cyclophosphamide,cyclophosphamide
NCT00002719,mitoxantrone,mitoxantrone
NCT00002740,cyclophosphamide,cyclophosphamide
NCT00002744,cyclophosphamide,cyclophosphamide
NCT00002744,dexamethasone,dexamethasone
NCT00002755,cyclophosphamide,cyclophosphamide
NCT00002756,cyclophosphamide,cyclophosphamide
NCT00002757,cyclophosphamide,cyclophosphamide
NCT00002757,prednisolone,prednisolone
NCT00002766,cyclophosphamide,cyclophosphamide
NCT00002766,mitoxantrone,mitoxantrone
NCT00002773,cyclophosphamide,cyclophosphamide
NCT00002784,cyclophosphamide,cyclophosphamide
NCT00002785,cyclophosphamide,cyclophosphamide
NCT00002785,dexamethasone,dexamethasone
NCT00002788,cyclophosphamide,cyclophosphamide
NCT00002788,dexamethasone,dexamethasone
NCT00002789,cyclophosphamide,cyclophosphamide
NCT00002792,cyclophosphamide,cyclophosphamide
NCT00002798,cyclophosphamide,cyclophosphamide
NCT00002798,dexamethasone,dexamethasone
NCT00002802,cyclophosphamide,cyclophosphamide
NCT00002803,cyclophosphamide,cyclophosphamide
NCT00002805,mitoxantrone,mitoxantrone
NCT00002809,cyclophosphamide,cyclophosphamide
NCT00002812,cyclophosphamide,cyclophosphamide
NCT00002812,dexamethasone,dexamethasone
NCT00002813,vinorelbine,tlc178
NCT00002816,dexamethasone,dexamethasone
NCT00002822,cyclophosphamide,cyclophosphamide
NCT00002823,vinorelbine,tlc178
NCT00002829,cyclophosphamide,cyclophosphamide
NCT00002831,cyclophosphamide,cyclophosphamide
NCT00002835,cyclophosphamide,cyclophosphamide
NCT00002835,mitoxantrone,mitoxantrone
NCT00002836,cyclophosphamide,cyclophosphamide
NCT00002837,cyclophosphamide,cyclophosphamide
NCT00002838,cyclophosphamide,cyclophosphamide
NCT00002844,cyclophosphamide,cyclophosphamide
NCT00002849,dexamethasone,dexamethasone
NCT00002854,cyclophosphamide,cyclophosphamide
NCT00002865,cyclophosphamide,cyclophosphamide
NCT00002865,dexamethasone,dexamethasone
NCT00002870,cyclophosphamide,cyclophosphamide
NCT00002875,cyclophosphamide,cyclophosphamide
NCT00002878,dexamethasone,dexamethasone
NCT00002898,cyclophosphamide,cyclophosphamide
NCT00002912,mitoxantrone,mitoxantrone
NCT00002941,cyclophosphamide,cyclophosphamide
NCT00002943,cyclophosphamide,cyclophosphamide
NCT00002945,cyclophosphamide,cyclophosphamide
NCT00002949,vinorelbine,tlc178
NCT00002953,cyclophosphamide,cyclophosphamide
NCT00002967,cyclophosphamide,cyclophosphamide
NCT00002985,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00002995,cyclophosphamide,cyclophosphamide
NCT00003003,mitoxantrone,mitoxantrone
NCT00003007,cyclophosphamide,cyclophosphamide
NCT00003007,dexamethasone,dexamethasone
NCT00003012,cyclophosphamide,cyclophosphamide
NCT00003013,cyclophosphamide,cyclophosphamide
NCT00003032,cyclophosphamide,cyclophosphamide
NCT00003032,mitoxantrone,mitoxantrone
NCT00003042,cyclophosphamide,cyclophosphamide
NCT00003050,cyclophosphamide,cyclophosphamide
NCT00003062,temozolomide,temozolomide
NCT00003068,cyclophosphamide,cyclophosphamide
NCT00003068,mitoxantrone,mitoxantrone
NCT00003080,mitoxantrone,mitoxantrone
NCT00003088,cyclophosphamide,cyclophosphamide
NCT00003093,cyclophosphamide,cyclophosphamide
NCT00003114,cyclophosphamide,cyclophosphamide
NCT00003116,cyclophosphamide,cyclophosphamide
NCT00003119,cyclophosphamide,cyclophosphamide
NCT00003136,cyclophosphamide,cyclophosphamide
NCT00003141,cyclophosphamide,cyclophosphamide
NCT00003150,cyclophosphamide,cyclophosphamide
NCT00003159,vinorelbine,tlc178
NCT00003176,temozolomide,temozolomide
NCT00003185,cyclophosphamide,cyclophosphamide
NCT00003187,cyclophosphamide,cyclophosphamide
NCT00003203,cyclophosphamide,cyclophosphamide
NCT00003204,cyclophosphamide,cyclophosphamide
NCT00003207,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00003211,cyclophosphamide,cyclophosphamide
NCT00003213,dexamethasone,dexamethasone
NCT00003214,cyclophosphamide,cyclophosphamide
NCT00003215,cyclophosphamide,cyclophosphamide
NCT00003215,mitoxantrone,mitoxantrone
NCT00003217,cyclophosphamide,cyclophosphamide
NCT00003217,dexamethasone,dexamethasone
NCT00003232,mitoxantrone,mitoxantrone
NCT00003234,vinorelbine,tlc178
NCT00003243,cyclophosphamide,cyclophosphamide
NCT00003243,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00003259,vinorelbine,tlc178
NCT00003269,cyclophosphamide,cyclophosphamide
NCT00003270,cyclophosphamide,cyclophosphamide
NCT00003278,dexamethasone,dexamethasone
NCT00003288,cyclophosphamide,cyclophosphamide
NCT00003290,gonadorelin,gonadorelin
NCT00003297,mitoxantrone,mitoxantrone
NCT00003304,temozolomide,temozolomide
NCT00003309,cyclophosphamide,cyclophosphamide
NCT00003311,cyclophosphamide,cyclophosphamide
NCT00003311,dexamethasone,dexamethasone
NCT00003334,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00003336,cyclophosphamide,cyclophosphamide
NCT00003340,cyclophosphamide,cyclophosphamide
NCT00003343,mitoxantrone,mitoxantrone
NCT00003350,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00003352,cyclophosphamide,cyclophosphamide
NCT00003364,cyclophosphamide,cyclophosphamide
NCT00003385,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00003388,cyclophosphamide,cyclophosphamide
NCT00003388,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00003389,cyclophosphamide,cyclophosphamide
NCT00003392,cyclophosphamide,cyclophosphamide
NCT00003396,cyclophosphamide,cyclophosphamide
NCT00003397,cyclophosphamide,cyclophosphamide
NCT00003397,dexamethasone,dexamethasone
NCT00003398,cyclophosphamide,cyclophosphamide
NCT00003399,cyclophosphamide,cyclophosphamide
NCT00003399,dexamethasone,dexamethasone
NCT00003400,vinorelbine,tlc178
NCT00003401,cyclophosphamide,cyclophosphamide
NCT00003401,dexamethasone,dexamethasone
NCT00003402,cyclophosphamide,cyclophosphamide
NCT00003402,dexamethasone,dexamethasone
NCT00003414,cyclophosphamide,cyclophosphamide
NCT00003416,dexamethasone,dexamethasone
NCT00003421,prednisolone,prednisolone
NCT00003425,cyclophosphamide,cyclophosphamide
NCT00003436,mitoxantrone,mitoxantrone
NCT00003449,dexamethasone,dexamethasone
NCT00003464,temozolomide,temozolomide
NCT00003465,temozolomide,temozolomide
NCT00003466,temozolomide,temozolomide
NCT00003490,cyclophosphamide,cyclophosphamide
NCT00003493,dexamethasone,dexamethasone
NCT00003493,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00003519,cyclophosphamide,cyclophosphamide
NCT00003541,cyclophosphamide,cyclophosphamide
NCT00003549,cyclophosphamide,cyclophosphamide
NCT00003573,cyclophosphamide,cyclophosphamide
NCT00003577,cyclophosphamide,cyclophosphamide
NCT00003584,vinorelbine,tlc178
NCT00003587,vinorelbine,tlc178
NCT00003594,irinotecan,irinotecan
NCT00003595,cyclophosphamide,cyclophosphamide
NCT00003606,cyclophosphamide,cyclophosphamide
NCT00003631,cyclophosphamide,cyclophosphamide
NCT00003638,cyclophosphamide,cyclophosphamide
NCT00003650,cyclophosphamide,cyclophosphamide
NCT00003650,dexamethasone,dexamethasone
NCT00003650,mitoxantrone,mitoxantrone
NCT00003658,cyclophosphamide,cyclophosphamide
NCT00003659,cyclophosphamide,cyclophosphamide
NCT00003662,cyclophosphamide,cyclophosphamide
NCT00003667,cyclophosphamide,cyclophosphamide
NCT00003671,cyclophosphamide,cyclophosphamide
NCT00003671,dexamethasone,dexamethasone
NCT00003700,cyclophosphamide,cyclophosphamide
NCT00003706,pemetrexed disodium,trastuzumab-qyyp
NCT00003708,temozolomide,temozolomide
NCT00003709,carbendazim,carbendazim
NCT00003711,pemetrexed disodium,trastuzumab-qyyp
NCT00003727,cyclophosphamide,cyclophosphamide
NCT00003730,vinorelbine,tlc178
NCT00003731,temozolomide,temozolomide
NCT00003753,dexamethasone,dexamethasone
NCT00003754,cyclophosphamide,cyclophosphamide
NCT00003754,thalidomide,velcade thalidomide dexamethasone
NCT00003764,cyclophosphamide,cyclophosphamide
NCT00003771,estradiol,estradiol
NCT00003782,cyclophosphamide,cyclophosphamide
NCT00003783,cyclophosphamide,cyclophosphamide
NCT00003783,dexamethasone,dexamethasone
NCT00003784,cyclophosphamide,cyclophosphamide
NCT00003789,recombinant tumor necrosis factor family protein,...
NCT00003816,cyclophosphamide,cyclophosphamide
NCT00003828,vinorelbine,tlc178
NCT00003829,cyclophosphamide,cyclophosphamide
NCT00003846,cyclophosphamide,cyclophosphamide
NCT00003850,thalidomide,velcade thalidomide dexamethasone
NCT00003859,cyclophosphamide,cyclophosphamide
NCT00003868,cyclophosphamide,cyclophosphamide
NCT00003870,cyclophosphamide,cyclophosphamide
NCT00003877,cyclophosphamide,cyclophosphamide
NCT00003893,cyclophosphamide,cyclophosphamide
NCT00003893,mitoxantrone,mitoxantrone
NCT00003894,thalidomide,velcade thalidomide dexamethasone
NCT00003899,cyclophosphamide,cyclophosphamide
NCT00003902,vinorelbine,tlc178
NCT00003913,cyclophosphamide,cyclophosphamide
NCT00003927,cyclophosphamide,cyclophosphamide
NCT00003943,cyclophosphamide,cyclophosphamide
NCT00003944,cyclophosphamide,cyclophosphamide
NCT00003950,irinotecan,irinotecan
NCT00003955,cyclophosphamide,cyclophosphamide
NCT00003957,cyclophosphamide,cyclophosphamide
NCT00003957,mitoxantrone,mitoxantrone
NCT00003958,cyclophosphamide,cyclophosphamide
NCT00003960,cyclophosphamide,cyclophosphamide
NCT00003963,vinorelbine ditartrate,tlc178
NCT00003972,cyclophosphamide,cyclophosphamide
NCT00003974,cyclophosphamide,cyclophosphamide
NCT00003992,cyclophosphamide,cyclophosphamide
NCT00004001,mitoxantrone,mitoxantrone
NCT00004006,cyclophosphamide,cyclophosphamide
NCT00004010,cyclophosphamide,cyclophosphamide
NCT00004014,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00004030,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00004031,cyclophosphamide,cyclophosphamide
NCT00004061,cyclophosphamide,cyclophosphamide
NCT00004067,cyclophosphamide,cyclophosphamide
NCT00004068,temozolomide,temozolomide
NCT00004071,mitoxantrone,mitoxantrone
NCT00004088,cyclophosphamide,cyclophosphamide
NCT00004088,thalidomide,velcade thalidomide dexamethasone
NCT00004092,cyclophosphamide,cyclophosphamide
NCT00004096,vinorelbine ditartrate,tlc178
NCT00004105,vinorelbine ditartrate,tlc178
NCT00004112,cyclophosphamide,cyclophosphamide
NCT00004113,temozolomide,temozolomide
NCT00004124,mitoxantrone,mitoxantrone
NCT00004125,cyclophosphamide,cyclophosphamide
NCT00004132,cyclophosphamide,cyclophosphamide
NCT00004135,cyclophosphamide,cyclophosphamide
NCT00004145,cyclophosphamide,cyclophosphamide
NCT00004162,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00004169,cyclophosphamide,cyclophosphamide
NCT00004171,cyclophosphamide,cyclophosphamide
NCT00004172,cyclophosphamide,cyclophosphamide
NCT00004174,cyclophosphamide,cyclophosphamide
NCT00004175,cyclophosphamide,cyclophosphamide
NCT00004179,cyclophosphamide,cyclophosphamide
NCT00004181,cyclophosphamide,cyclophosphamide
NCT00004188,cyclophosphamide,cyclophosphamide
NCT00004197,cyclophosphamide,cyclophosphamide
NCT00004197,mitoxantrone,mitoxantrone
NCT00004200,temozolomide,temozolomide
NCT00004216,cefixime,cefixime
NCT00004218,cyclophosphamide,cyclophosphamide
NCT00004218,prednisolone,prednisolone
NCT00004224,cyclophosphamide,cyclophosphamide
NCT00004228,cyclophosphamide,cyclophosphamide
NCT00004228,dexamethasone,dexamethasone
NCT00004230,cyclophosphamide,cyclophosphamide
NCT00004231,cyclophosphamide,cyclophosphamide
NCT00004237,cyclophosphamide,cyclophosphamide
NCT00004237,mitoxantrone,mitoxantrone
NCT00004237,vinorelbine,tlc178
NCT00004255,cyclophosphamide,cyclophosphamide
NCT00004259,tmz,temozolomide
NCT00004464,cyclophosphamide,cyclophosphamide
NCT00004635,thalidomide,velcade thalidomide dexamethasone
NCT00004876,thalidomide,velcade thalidomide dexamethasone
NCT00004888,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00004896,cyclophosphamide,cyclophosphamide
NCT00004898,cyclophosphamide,cyclophosphamide
NCT00004900,cyclophosphamide,cyclophosphamide
NCT00004904,cyclophosphamide,cyclophosphamide
NCT00004905,cyclophosphamide,cyclophosphamide
NCT00004906,cyclophosphamide,cyclophosphamide
NCT00004907,cyclophosphamide,cyclophosphamide
NCT00004908,cyclophosphamide,cyclophosphamide
NCT00004921,cyclophosphamide,cyclophosphamide
NCT00004925,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00005037,temozolomide,temozolomide
NCT00005060,Taxotere-Cisplatin-5FU,trastuzumab-qyyp
NCT00005089,cyclophosphamide,cyclophosphamide
NCT00005092,cyclophosphamide,cyclophosphamide
NCT00005104,metformin,metformin
NCT00005578,cyclophosphamide,cyclophosphamide
NCT00005585,cyclophosphamide,cyclophosphamide
NCT00005585,dexamethasone,dexamethasone
NCT00005589,cyclophosphamide,cyclophosphamide
NCT00005596,cyclophosphamide,cyclophosphamide
NCT00005596,dexamethasone,dexamethasone
NCT00005597,temozolomide,temozolomide
NCT00005601,dexamethasone,dexamethasone
NCT00005603,cyclophosphamide,cyclophosphamide
NCT00005603,dexamethasone,dexamethasone
NCT00005613,cyclophosphamide,cyclophosphamide
NCT00005622,cyclophosphamide,cyclophosphamide
NCT00005626,irinotecan,irinotecan
NCT00005636,pemetrexed disodium,trastuzumab-qyyp
NCT00005637,temozolomide,temozolomide
NCT00005643,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00005654,metformin,metformin
NCT00005797,cyclophosphamide,cyclophosphamide
NCT00005798,cyclophosphamide,cyclophosphamide
NCT00005802,mitoxantrone,mitoxantrone
NCT00005803,cyclophosphamide,cyclophosphamide
NCT00005804,cyclophosphamide,cyclophosphamide
NCT00005815,temozolomide,temozolomide
NCT00005815,thalidomide,velcade thalidomide dexamethasone
NCT00005823,mitoxantrone,mitoxantrone
NCT00005824,cyclophosphamide,cyclophosphamide
NCT00005838,vinorelbine,tlc178
NCT00005847,mitoxantrone,mitoxantrone
NCT00005847,vinorelbine ditartrate,tlc178
NCT00005854,cyclophosphamide,cyclophosphamide
NCT00005861,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00005865,vinorelbine,tlc178
NCT00005866,cyclophosphamide,cyclophosphamide
NCT00005867,cyclophosphamide,cyclophosphamide
NCT00005867,mitoxantrone,mitoxantrone
NCT00005867,prednisolone,prednisolone
NCT00005892,cyclophosphamide,cyclophosphamide
NCT00005908,Capecitabine - Dose A,trastuzumab-qyyp
NCT00005908,Capecitabine - Dose B,trastuzumab-qyyp
NCT00005908,Docetaxel - Dose A,trastuzumab-qyyp
NCT00005908,Docetaxel - Dose B,trastuzumab-qyyp
NCT00005908,cyclophosphamide,cyclophosphamide
NCT00005940,cyclophosphamide,cyclophosphamide
NCT00005945,cyclophosphamide,cyclophosphamide
NCT00005945,dexamethasone,dexamethasone
NCT00005946,cyclophosphamide,cyclophosphamide
NCT00005951,temozolomide,temozolomide
NCT00005952,temozolomide,temozolomide
NCT00005954,temozolomide,temozolomide
NCT00005955,temozolomide,temozolomide
NCT00005962,cyclophosphamide,cyclophosphamide
NCT00005964,cyclophosphamide,cyclophosphamide
NCT00005966,thalidomide,velcade thalidomide dexamethasone
NCT00005970,cyclophosphamide,cyclophosphamide
NCT00005977,cyclophosphamide,cyclophosphamide
NCT00005977,dexamethasone,dexamethasone
NCT00005980,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00005985,cyclophosphamide,cyclophosphamide
NCT00005985,dexamethasone,dexamethasone
NCT00005985,mitoxantrone,mitoxantrone
NCT00005988,cyclophosphamide,cyclophosphamide
NCT00005991,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00006002,dexamethasone,dexamethasone
NCT00006005,thalidomide,velcade thalidomide dexamethasone
NCT00006006,thalidomide,velcade thalidomide dexamethasone
NCT00006007,pemetrexed disodium,trastuzumab-qyyp
NCT00006016,thalidomide,velcade thalidomide dexamethasone
NCT00006024,temozolomide,temozolomide
NCT00006025,temozolomide,temozolomide
NCT00006029,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00006029,vinorelbine,tlc178
NCT00006042,cyclophosphamide,cyclophosphamide
NCT00006043,temozolomide,temozolomide
NCT00006110,cyclophosphamide,cyclophosphamide
NCT00006122,mitoxantrone,mitoxantrone
NCT00006184,cyclophosphamide,cyclophosphamide
NCT00006226,thalidomide,velcade thalidomide dexamethasone
NCT00006232,dexamethasone,dexamethasone
NCT00006235,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00006240,dexamethasone,dexamethasone
NCT00006252,cyclophosphamide,cyclophosphamide
NCT00006258,cyclophosphamide,cyclophosphamide
NCT00006345,dexamethasone,dexamethasone
NCT00006353,temozolomide,temozolomide
NCT00006358,temozolomide,temozolomide
NCT00006358,thalidomide,velcade thalidomide dexamethasone
NCT00006372,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00006372,vinorelbine ditartrate,tlc178
NCT00006379,cyclophosphamide,cyclophosphamide
NCT00006390,cyclophosphamide,cyclophosphamide
NCT00006455,cyclophosphamide,cyclophosphamide
NCT00006455,dexamethasone,dexamethasone
NCT00006461,cyclophosphamide,cyclophosphamide
NCT00006474,temozolomide,temozolomide
NCT00006682,vinorelbine ditartrate,tlc178
NCT00006721,cyclophosphamide,cyclophosphamide
NCT00006734,cyclophosphamide,cyclophosphamide
NCT00006760,vinorelbine,tlc178
NCT00006825,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00006877,temozolomide,temozolomide
NCT00006890,thalidomide,velcade thalidomide dexamethasone
NCT00007813,cyclophosphamide,cyclophosphamide
NCT00007904,cyclophosphamide,cyclophosphamide
NCT00007982,cyclophosphamide,cyclophosphamide
NCT00007995,cyclophosphamide,cyclophosphamide
NCT00008008,cyclophosphamide,cyclophosphamide
NCT00008034,cyclophosphamide,cyclophosphamide
NCT00008190,cyclophosphamide,cyclophosphamide
NCT00008203,cyclophosphamide,cyclophosphamide
NCT00008242,dexamethasone,dexamethasone
NCT00008242,thalidomide,velcade thalidomide dexamethasone
NCT00008294,dexamethasone,dexamethasone
NCT00008333,vinorelbine,tlc178
NCT00009737,Capecitabine [Xeloda],trastuzumab-qyyp
NCT00009997,cyclophosphamide,cyclophosphamide
NCT00010231,dexamethasone,dexamethasone
NCT00011986,Pegylated Liposomal Doxorubicin Hydrochloride,trastuzumab-qyyp
NCT00012051,dexamethasone,dexamethasone
NCT00012116,temozolomide,temozolomide
NCT00012207,cyclophosphamide,cyclophosphamide
NCT00014092,temozolomide,temozolomide
NCT00014209,dexamethasone,dexamethasone
NCT00014222,cyclophosphamide,cyclophosphamide
NCT00014261,temozolomide,temozolomide
NCT00014430,vinorelbine ditartrate,tlc178
NCT00014508,cyclophosphamide,cyclophosphamide
NCT00014573,cyclophosphamide,cyclophosphamide
NCT00015821,thalidomide,velcade thalidomide dexamethasone
NCT00015873,prednisolone,prednisolone
NCT00015938,vinorelbine,tlc178
NCT00015951,mitoxantrone,mitoxantrone
NCT00015990,thalidomide,velcade thalidomide dexamethasone
NCT00016016,mitoxantrone,mitoxantrone
NCT00016172,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00016224,thalidomide,velcade thalidomide dexamethasone
NCT00016302,cyclophosphamide,cyclophosphamide
NCT00016302,dexamethasone,dexamethasone
NCT00016380,dexamethasone,dexamethasone
NCT00016406,cyclophosphamide,cyclophosphamide
NCT00017095,cyclophosphamide,cyclophosphamide
NCT00017225,cyclophosphamide,cyclophosphamide
NCT00017316,thalidomide,velcade thalidomide dexamethasone
NCT00017368,cyclophosphamide,cyclophosphamide
NCT00017381,cyclophosphamide,cyclophosphamide
NCT00017394,vinorelbine,tlc178
NCT00017459,vinorelbine,tlc178
NCT00017563,mitoxantrone,mitoxantrone
NCT00017602,dexamethasone,dexamethasone
NCT00018551,folic acid,trastuzumab-qyyp
NCT00018954,cyclophosphamide,cyclophosphamide
NCT00019123,thalidomide,velcade thalidomide dexamethasone
NCT00019539,thalidomide,velcade thalidomide dexamethasone
NCT00020046,thalidomide,velcade thalidomide dexamethasone
NCT00020150,temozolomide,temozolomide
NCT00020176,cyclophosphamide,cyclophosphamide
NCT00020189,clopidogrel,clopidogrel
NCT00020449,pegylated liposomal doxorubicin hydrochloride,trastuzumab-qyyp
NCT00020943,cyclophosphamide,cyclophosphamide
NCT00021255,cyclophosphamide,cyclophosphamide
NCT00021359,dexamethasone,dexamethasone
NCT00022126,cyclophosphamide,cyclophosphamide
NCT00022126,dexamethasone,dexamethasone
NCT00022152,vinorelbine,tlc178
NCT00022516,cyclophosphamide,cyclophosphamide
NCT00022581,thalidomide,velcade thalidomide dexamethasone
NCT00022607,thalidomide,velcade thalidomide dexamethasone
NCT00022646,pemetrexed disodium,trastuzumab-qyyp
NCT00022698,irinotecan,irinotecan
NCT00022711,temozolomide,temozolomide
NCT00022737,cyclophosphamide,cyclophosphamide
NCT00022737,dexamethasone,dexamethasone
NCT00022945,cyclophosphamide,cyclophosphamide
NCT00023530,dexamethasone,dexamethasone
NCT00023530,thalidomide,velcade thalidomide dexamethasone
NCT00024050,cyclophosphamide,cyclophosphamide
NCT00024440,cyclophosphamide,cyclophosphamide
NCT00024492,mitoxantrone,mitoxantrone
NCT00025038,cyclophosphamide,cyclophosphamide
NCT00025077,cyclophosphamide,cyclophosphamide
NCT00025220,thalidomide,velcade thalidomide dexamethasone
NCT00025259,cyclophosphamide,cyclophosphamide
NCT00025259,dexamethasone,dexamethasone
NCT00025285,thalidomide,velcade thalidomide dexamethasone
NCT00025363,cyclophosphamide,cyclophosphamide
NCT00025428,cyclophosphamide,cyclophosphamide
NCT00025441,cyclophosphamide,cyclophosphamide
NCT00025467,thalidomide,velcade thalidomide dexamethasone
